geneid	length	log10_length	num_peaks	peak
130497	665452	5.82311673466127	11	1
162333	164884	5.21717851465699	11	1
203062	538231	5.73096870781127	11	1
283491	2744040	6.43839043781192	11	1
285605	1248173	6.09627478385467	11	1
286144	828699	5.91839681477619	11	1
339047	1125313	6.0512733360175	11	1
440352	198346	5.29742344657753	11	1
541471	380215	5.58002924637668	11	1
619351	285421	5.45548592339881	11	1
214	1712422	6.23361079870982	10	1
678	388948	5.58989154265574	10	1
949	172673	5.23722443445381	10	1
1826	640321	5.80639774520159	10	1
2043	1333091	6.12485979641231	10	1
2045	1559945	6.19310928642011	10	1
2494	793061	5.89930659330061	10	1
3176	722787	5.85901033276682	10	1
3625	241703	5.38328204087252	10	1
3775	264574	5.42254716331583	10	1
4026	665123	5.82290196602747	10	1
4088	273041	5.43622786585689	10	1
5121	550852	5.74103493058108	10	1
6310	527195	5.72197128268856	10	1
6445	842465	5.92555186726135	10	1
6476	1911958	6.28147834789375	10	1
6478	120139	5.079684012693	10	1
6508	989290	5.99532361913829	10	1
6885	1586352	6.20039956046949	10	1
6926	934371	5.97051935081346	10	1
7410	243788	5.38701232448973	10	1
8660	756815	5.87898973115361	10	1
8829	713060	5.85312607483445	10	1
9231	249107	5.39638593154558	10	1
9630	201131	5.30347901287104	10	1
9693	1530540	6.18484468417986	10	1
9819	287915	5.45926429164963	10	1
10049	174199	5.2410456575848	10	1
10317	168913	5.22766307533181	10	1
10409	1522450	6.18254303852615	10	1
11249	1814960	6.25886705803841	10	1
22901	158473	5.19995527948837	10	1
26053	1915085	6.28218805465541	10	1
27012	1323295	6.1216566715425	10	1
51054	256924	5.40980467484138	10	1
51466	268183	5.42843124465581	10	1
54089	142102	5.15260019040355	10	1
54549	591205	5.77173809836246	10	1
55603	1070574	6.02961669188354	10	1
55784	1680639	6.22547443732709	10	1
56243	960101	5.9823169220348	10	1
57217	154221	5.18814351485081	10	1
63895	577056	5.76121796100819	10	1
79633	1526138	6.18359380618029	10	1
79875	655715	5.81671511861042	10	1
80757	199196	5.29928061322739	10	1
85461	360782	5.55724486175327	10	1
119180	280347	5.44769591306367	10	1
144100	280879	5.44851927026228	10	1
145837	240510	5.38113313831705	10	1
158158	602598	5.78002768593275	10	1
169200	495501	5.69504453529767	10	1
285593	143579	5.15709092423044	10	1
341640	361796	5.55846376101044	10	1
399665	80366	4.90507235303412	10	1
552889	1467626	6.16661539697633	10	1
100170939	566384	5.75311097630273	10	1
390	837030	5.92274102382477	9	1
744	519324	5.71543839351113	9	1
1004	2244164	6.35105459130627	9	1
1634	517669	5.71405215854561	9	1
1999	71034	4.85146627094427	9	1
2099	469546	5.67167814520184	9	1
2195	785624	5.89521474222843	9	1
2263	577996	5.76192483291198	9	1
2290	1087474	6.03641888237011	9	1
2317	231203	5.36399346502095	9	1
2530	820150	5.91389328923092	9	1
2788	215355	5.3331549594383	9	1
3672	860015	5.93450602608126	9	1
3716	245607	5.39024074039279	9	1
5209	240122	5.3804319519808	9	1
5241	328817	5.51695426268595	9	1
5570	244251	5.38783635046079	9	1
5793	533787	5.72736799264929	9	1
5867	284629	5.45427914697224	9	1
6446	520306	5.71625883406799	9	1
6469	448587	5.65184668362485	9	1
6670	447457	5.65075130655696	9	1
7003	418414	5.62160620745823	9	1
7117	896458	5.95252994722166	9	1
7444	1098099	6.04064149604806	9	1
8379	412700	5.61563446887742	9	1
8491	218209	5.33887265903752	9	1
8844	244292	5.3879092450629	9	1
9450	393629	5.59508708690367	9	1
9687	141082	5.14947160766406	9	1
9764	299959	5.47706189708427	9	1
10202	190600	5.28012289630231	9	1
10880	686277	5.83649944411803	9	1
11057	154128	5.18788154294209	9	1
11211	217199	5.33685782139802	9	1
23023	286215	5.4566923905926	9	1
23024	757495	5.87937977053464	9	1
23254	917522	5.96261648639994	9	1
26010	277539	5.44332401915132	9	1
26018	424651	5.62803215113118	9	1
26040	945539	5.97567944659775	9	1
29995	559999	5.74818725147965	9	1
55686	315224	5.4986192756664	9	1
55714	2772510	6.44287312125474	9	1
55841	154114	5.18784209262221	9	1
57419	537919	5.73071688439976	9	1
57492	1169211	6.06789289257047	9	1
57507	1490948	6.1734624967683	9	1
57535	91807	4.96287579607567	9	1
57561	1302042	6.11462499350563	9	1
57616	895825	5.95222317823654	9	1
59347	455728	5.65870571252347	9	1
64409	1453120	6.16230148022087	9	1
79645	456496	5.65943697642555	9	1
79789	116303	5.06559091736509	9	1
79791	418257	5.6214432181005	9	1
81539	191833	5.28292331860695	9	1
84440	317020	5.5010866616362	9	1
92017	364162	5.56129462555739	9	1
114788	3396213	6.53099492003593	9	1
116328	810472	5.90873801553796	9	1
116437	303129	5.48162748680478	9	1
131583	224858	5.35190834351192	9	1
144165	591583	5.77201568541905	9	1
165721	167003	5.22272427277479	9	1
222537	1184531	6.07354643099611	9	1
222584	418149	5.62133106251026	9	1
255488	786408	5.89564792285331	9	1
266553	1031578	6.01350207156159	9	1
319085	96102	4.98273242596122	9	1
344148	864712	5.93687148591863	9	1
347731	1420065	6.15230822360507	9	1
359948	334886	5.52489699212083	9	1
387129	687302	5.83714760767699	9	1
404093	92642	4.96680792224247	9	1
440193	181236	5.25824446844261	9	1
115	180979	5.25762818418834	8	1
388	150199	5.17666704121723	8	1
639	467671	5.66994044040143	8	1
1501	1661505	6.22050165254771	8	1
1603	530904	5.72501599746657	8	1
2013	133038	5.12397570738184	8	1
2034	462748	5.6653445504053	8	1
2274	238816	5.3780634199403	8	1
2353	126464	5.1019669142355	8	1
2627	338904	5.53007669473787	8	1
2674	616060	5.789623011515	8	1
2776	449266	5.6525035528661	8	1
2892	1281676	6.10777825201888	8	1
3815	458952	5.66176726674597	8	1
4064	524967	5.72013200403768	8	1
4149	197768	5.29615602160038	8	1
4211	984755	5.99332819457577	8	1
4781	773525	5.88847435447571	8	1
4929	868435	5.93873731823765	8	1
4976	290618	5.46332250968182	8	1
5305	291265	5.4642883005559	8	1
5361	456943	5.65986202867076	8	1
5890	488239	5.68863246743738	8	1
5979	177989	5.25039316305654	8	1
6229	519620	5.71568585857204	8	1
6235	960712	5.98259321539328	8	1
6533	167490	5.22398888257009	8	1
6820	58557	4.7675788187877	8	1
6850	372392	5.57100034257468	8	1
8313	360080	5.55639899993042	8	1
8428	302176	5.48025996800607	8	1
8821	960178	5.9823517510103	8	1
8925	335939	5.52626042510275	8	1
9194	1500013	6.17609502292488	8	1
9218	284450	5.45400593810379	8	1
9423	305125	5.48447779242524	8	1
9901	283952	5.4532449319591	8	1
10451	537000	5.72997428569956	8	1
10579	258473	5.4124151835482	8	1
11030	297645	5.47369859143792	8	1
11259	340652	5.53231094306674	8	1
23105	651674	5.81403039418606	8	1
23164	182064	5.26022408007838	8	1
23200	686849	5.83686127028404	8	1
23261	1014432	6.00622294046296	8	1
23286	250397	5.39862912129857	8	1
23328	710012	5.85126568884547	8	1
23768	3229891	6.50918786632575	8	1
25805	377776	5.57723436385938	8	1
26064	412063	5.61496362006393	8	1
27145	237987	5.37655323444112	8	1
27161	126560	5.1022964661536	8	1
29970	985165	5.9935089742421	8	1
50651	201579	5.30444528640859	8	1
51015	247444	5.39347692754106	8	1
51523	117434	5.0697938539356	8	1
51809	760466	5.88107980176513	8	1
54453	425088	5.62847884524625	8	1
54502	264865	5.42302457320426	8	1
54790	533113	5.7268192729572	8	1
54971	271573	5.43388658985775	8	1
56288	1084947	6.03540852328156	8	1
56967	245300	5.38969754820639	8	1
57491	149682	5.17516957742595	8	1
57509	210721	5.32370781861548	8	1
57556	1504409	6.17736592288825	8	1
57619	256629	5.4093057316505	8	1
57688	237665	5.37596522957817	8	1
57795	434557	5.63804675008705	8	1
58155	1375170	6.13835638943774	8	1
58480	313110	5.49569693818691	8	1
64207	135925	5.13329934167375	8	1
79083	105188	5.02196619769756	8	1
80000	348829	5.54261258295903	8	1
81563	351614	5.54606615878427	8	1
83660	254365	5.40545735323195	8	1
84159	449886	5.65310247856821	8	1
93556	519169	5.71530875249247	8	1
93589	189036	5.27654451905434	8	1
112597	372033	5.57058146429657	8	1
125058	141104	5.14953932525899	8	1
129563	413285	5.61624964303771	8	1
144347	275682	5.44040841080699	8	1
151354	1262088	6.1010896374612	8	1
160518	215845	5.33414199277658	8	1
219557	906251	5.95724849880028	8	1
284756	628064	5.79800390079236	8	1
285419	655873	5.81681975288349	8	1
339745	408001	5.61066122753583	8	1
375449	810717	5.90886927987405	8	1
414318	221240	5.34486364979713	8	1
440823	592653	5.77280048713441	8	1
441094	1128859	6.05263969981151	8	1
100048912	226173	5.35444075863147	8	1
111	210367	5.32297761360935	7	1
153	130182	5.11455093936973	7	1
196	469853	5.67196200415995	7	1
577	2316976	6.36492153524809	7	1
604	259781	5.4146073842393	7	1
655	350236	5.54436078423114	7	1
795	294457	5.4690218830749	7	1
860	775015	5.88931010812462	7	1
1051	178277	5.25109531727858	7	1
1236	73124	4.86405993997979	7	1
1345	490500	5.69063901171597	7	1
1456	627208	5.79741158911149	7	1
1612	392898	5.59427981809362	7	1
1665	477870	5.67930976698571	7	1
1767	1207525	6.08189613093465	7	1
1889	164566	5.21634011315062	7	1
1906	352081	5.54664258906394	7	1
1907	171834	5.23510909984125	7	1
2257	1114569	6.04710695966387	7	1
2296	427888	5.63133010698671	7	1
2355	98892	4.99516116018785	7	1
2736	474545	5.67627740185296	7	1
3099	152190	5.18238611703707	7	1
3693	157572	5.1974790473804	7	1
3752	317889	5.50227550016405	7	1
3912	123110	5.09029333131011	7	1
3983	329157	5.51740309542703	7	1
4052	348252	5.54189361924236	7	1
4082	778508	5.89126307976606	7	1
4092	253122	5.40332989333438	7	1
4118	125260	5.09781240736529	7	1
4146	794146	5.89990035276143	7	1
4214	337957	5.52886144628148	7	1
4258	298827	5.4754198348477	7	1
4477	39389	4.59537495516825	7	1
4602	201121	5.3034574197164	7	1
4829	1386311	6.1418606692604	7	1
4857	1858556	6.26917565132068	7	1
4956	225950	5.35401234566722	7	1
5083	299245	5.47602690263551	7	1
5144	1505448	6.17766575904965	7	1
5420	337677	5.5285014807916	7	1
5618	357129	5.55282511770497	7	1
5738	123647	5.09218358370378	7	1
5791	186644	5.27101403332595	7	1
5796	740009	5.86923700165877	7	1
5887	274765	5.4389614107931	7	1
5962	176620	5.24703988042975	7	1
5998	307350	5.48763321745688	7	1
6382	114415	5.05848296493064	7	1
6387	631218	5.80017937484841	7	1
6660	1468444	6.1668573890919	7	1
6902	328002	5.51587649184069	7	1
7057	269836	5.43109989032611	7	1
7164	184374	5.26569967782036	7	1
7764	457231	5.66013566763867	7	1
7837	179145	5.25320469135944	7	1
7851	153314	5.18558181463997	7	1
8706	175593	5.24450719880261	7	1
8743	131402	5.11860197543954	7	1
9060	155689	5.1922579291509	7	1
9413	238532	5.37754664958654	7	1
9425	469361	5.67150700049807	7	1
9489	222146	5.34663849766436	7	1
9620	145674	5.16338204549586	7	1
9690	204032	5.30969828670796	7	1
9732	555143	5.74440486800824	7	1
9759	907897	5.95803658104426	7	1
9781	557421	5.74618332607862	7	1
9980	132864	5.12340732316031	7	1
10159	243377	5.38627953344599	7	1
10404	461942	5.6645874503154	7	1
10531	349493	5.54343848167879	7	1
10761	123726	5.09246097262849	7	1
10769	504345	5.70272771965584	7	1
10777	1332016	6.12450944155348	7	1
10801	434530	5.63801976555958	7	1
23002	496891	5.69626113060399	7	1
23026	840560	5.92456871924947	7	1
23030	238668	5.37779419380757	7	1
23213	783113	5.8938244334955	7	1
23263	169859	5.23008856296221	7	1
23370	155908	5.19286840041472	7	1
23522	272665	5.4356293943318	7	1
25817	1484097	6.17146228718831	7	1
25841	166683	5.22189130839024	7	1
26037	384610	5.58502057186387	7	1
26118	1947485	6.28947412131645	7	1
26509	261610	5.41765434080595	7	1
26579	307744	5.48818959436601	7	1
27241	901506	5.95496862152788	7	1
27250	137269	5.13757246987302	7	1
28232	584330	5.76665818393135	7	1
28996	109750	5.04040452891416	7	1
29034	972630	5.98794766090718	7	1
51133	675891	5.82987666352241	7	1
51252	158142	5.19904722695846	7	1
51741	789089	5.89712598930454	7	1
53947	104204	5.01788439021672	7	1
54463	204248	5.31015781260609	7	1
54498	128173	5.10779654947315	7	1
54510	2407027	6.38148096185178	7	1
54880	945698	5.9757524705739	7	1
54897	285597	5.45575364116335	7	1
55151	600319	5.77838208892405	7	1
55160	234893	5.37087007464618	7	1
55512	127090	5.10411137969897	7	1
55605	422352	5.6256745550758	7	1
56172	480647	5.68182623596982	7	1
56892	455040	5.65804957471365	7	1
56937	265927	5.42476243419397	7	1
57113	652793	5.81477548876408	7	1
57181	1523155	6.1827441004598	7	1
57182	771801	5.88750533693841	7	1
57575	2552810	6.4070184924297	7	1
57605	143000	5.15533603746506	7	1
58499	832266	5.9202621530566	7	1
63892	218111	5.33867756892044	7	1
64150	370962	5.56932942434403	7	1
79094	93396	4.9703282764964	7	1
79192	1141104	6.05732522773795	7	1
79953	480224	5.68144386085867	7	1
80176	152331	5.18278829308617	7	1
80315	180919	5.25748417858923	7	1
80790	332271	5.52149243851141	7	1
80821	547178	5.73812862769109	7	1
83657	601775	5.77943414155034	7	1
83696	486710	5.68727026939987	7	1
83786	59192	4.77226301431363	7	1
85479	142760	5.15460653928362	7	1
91419	536289	5.72939888909752	7	1
91461	828456	5.91826944762	7	1
91748	97707	4.98992567889248	7	1
114038	104735	5.02009183704455	7	1
120224	266627	5.4259041261629	7	1
120534	181263	5.25830916352333	7	1
132430	2191579	6.34075713031541	7	1
140469	445801	5.64914103833443	7	1
152002	453080	5.65617489183855	7	1
153769	172459	5.23668586352421	7	1
154141	282259	5.45064779856165	7	1
157285	236786	5.37435602109781	7	1
157657	513491	5.71053283608405	7	1
196993	122904	5.089566017546	7	1
200030	546666	5.7377220637003	7	1
200734	636712	5.80394303501332	7	1
200844	1392594	6.14382451968309	7	1
205428	1118587	6.04866976773577	7	1
221079	635396	5.80304447649145	7	1
221178	233242	5.36780675674678	7	1
221749	196418	5.29318128458367	7	1
222256	180183	5.25571381353278	7	1
245972	337348	5.52807813974242	7	1
254251	1221354	6.08684155908348	7	1
286499	1332146	6.12455182507423	7	1
339788	874397	5.9417086589077	7	1
344454	101334	5.00575518608023	7	1
345651	614620	5.78860668828013	7	1
346007	2558309	6.4079529986611	7	1
347252	423240	5.62658670571511	7	1
374470	314808	5.49804576025535	7	1
387755	682973	5.83440353503909	7	1
388403	172525	5.23685203607804	7	1
400451	196104	5.29248645221042	7	1
401024	943895	5.9749236855514	7	1
646982	477750	5.67920069572705	7	1
87	223911	5.35007542954131	6	1
288	735159	5.86638127834232	6	1
316	133869	5.12668001922527	6	1
323	432226	5.63571088775987	6	1
367	909498	5.95880174838035	6	1
408	119857	5.07866340318066	6	1
490	742969	5.87097069342436	6	1
540	100957	5.00413643676136	6	1
613	180062	5.25542206966799	6	1
636	363033	5.55994610455815	6	1
685	313718	5.49653943765345	6	1
687	293814	5.46807248572887	6	1
688	677873	5.83114833610072	6	1
694	620863	5.79299577906868	6	1
771	113464	5.05485808988712	6	1
858	150901	5.17869211779443	6	1
863	161533	5.20826125888923	6	1
1010	1003056	6.00132518009128	6	1
1113	117164	5.06879419015426	6	1
1525	726290	5.86111006457346	6	1
1832	93775	4.97208707282276	6	1
2036	187097	5.27206682387686	6	1
2066	1198850	6.078764847613	6	1
2172	117589	5.07036669705696	6	1
2181	222868	5.34804771576113	6	1
2300	396852	5.59862857334463	6	1
2650	195179	5.29043308856254	6	1
2697	532525	5.72634000104446	6	1
2978	72221	4.85866349754242	6	1
3037	571156	5.75675474342283	6	1
3241	183202	5.26293021051209	6	1
3547	518249	5.71453847276319	6	1
3607	130153	5.11445418295951	6	1
3667	627057	5.79730702035276	6	1
3694	237481	5.37562886901252	6	1
3760	1043481	6.01848454571553	6	1
4016	70005	4.84512905994084	6	1
4254	635906	5.80339292272634	6	1
4267	251198	5.40001617729278	6	1
4739	288107	5.45955381025695	6	1
4897	347787	5.54131334438958	6	1
4953	163799	5.21431124604584	6	1
4983	465100	5.66754633951152	6	1
5087	945394	5.97561284169954	6	1
5099	4512950	6.65446052189941	6	1
5154	227313	5.35662427367842	6	1
5166	145191	5.16193969645031	6	1
5297	112212	5.05003930304413	6	1
5352	1176384	6.0705491090355	6	1
5366	337677	5.5285014807916	6	1
5412	355668	5.55104479279728	6	1
5520	218901	5.34024774554916	6	1
5578	323894	5.51040290296224	6	1
5581	355477	5.55081150634223	6	1
6169	284615	5.45425778487533	6	1
6239	332184	5.52137871035784	6	1
6314	131381	5.11853256315534	6	1
6641	596959	5.77594450418596	6	1
6755	85715	4.93305682947499	6	1
6904	151439	5.18023773318028	6	1
7074	311067	5.4928539407838	6	1
7141	452639	5.6557519706419	6	1
7187	227185	5.3563796534814	6	1
7325	716721	5.85535012952955	6	1
7386	2875458	6.4587070285147	6	1
8038	428505	5.63195589384321	6	1
8140	85284	4.93086756149005	6	1
8325	760222	5.88094043346013	6	1
8399	95945	4.98202234719041	6	1
8412	346440	5.53962802992835	6	1
8445	430395	5.63386721738644	6	1
8614	173081	5.23824939573184	6	1
8777	782343	5.893397201075	6	1
8787	276602	5.4418553159968	6	1
8871	223927	5.35010646179723	6	1
8942	498813	5.69793776348071	6	1
9201	448596	5.65185539678669	6	1
9215	1177958	6.07112980599148	6	1
9249	149275	5.17398707985382	6	1
9283	67087	4.82663837150657	6	1
9555	237825	5.37625750541879	6	1
9778	96825	4.98598750565812	6	1
9780	58703	4.76866029630985	6	1
9808	117236	5.06906099223345	6	1
9891	458649	5.66148045094521	6	1
9902	190838	5.28066485646415	6	1
9923	235103	5.37125817091623	6	1
9955	503226	5.7017630715565	6	1
10079	155371	5.19136996095597	6	1
10098	334629	5.524563575581	6	1
10143	155533	5.19182254897308	6	1
10171	155328	5.19124975031582	6	1
10298	55935	4.74768364241699	6	1
10418	344912	5.53770830437935	6	1
10507	209914	5.32204140437558	6	1
10562	2391506	6.3786714748018	6	1
10743	113346	5.05440619840537	6	1
10771	198063	5.29680335289016	6	1
10927	280749	5.44831821802252	6	1
11031	135560	5.13213156016534	6	1
11098	141377	5.1503787617554	6	1
11145	54128	4.73342198044391	6	1
11227	407554	5.61018515994297	6	1
22807	441046	5.64448388766359	6	1
22904	87887	4.94392464019548	6	1
23022	465344	5.66777411862775	6	1
23094	158786	5.20081220847661	6	1
23118	338988	5.53018432467499	6	1
23138	64939	4.81250559661173	6	1
23143	171712	5.23480064665583	6	1
23158	304632	5.48377552176256	6	1
23216	603320	5.78054772237536	6	1
23284	3939517	6.59544297890852	6	1
23493	239521	5.37934359618191	6	1
23514	670234	5.82622645518808	6	1
23677	511878	5.70916646441268	6	1
25801	260099	5.41513868247147	6	1
26751	254831	5.40625225847499	6	1
27115	469122	5.67128580014939	6	1
27253	3378548	6.52873009345103	6	1
27314	164911	5.21724962520164	6	1
29761	502856	5.70144363642984	6	1
29842	316177	5.49993027439952	6	1
29851	339003	5.53020354150008	6	1
50515	309438	5.4905736454233	6	1
50863	1433965	6.15653855126737	6	1
51232	1427644	6.15461992444945	6	1
51313	319119	5.50395266238688	6	1
51363	227350	5.35669495854113	6	1
51649	320637	5.50601363644812	6	1
51705	578506	5.76230786761513	6	1
54039	344884	5.53767304686698	6	1
54102	107442	5.03117408399498	6	1
54436	70373	4.84740606538969	6	1
54462	1093318	6.03874649823401	6	1
54491	111926	5.04893098326582	6	1
54674	801037	5.9036525766644	6	1
54704	226916	5.35586511936103	6	1
54796	912010	5.95999960030321	6	1
54901	929100	5.96806246007645	6	1
55048	50526	4.70351491773775	6	1
55082	669120	5.82550401113758	6	1
55226	152136	5.18223199348358	6	1
55286	741591	5.87016445054036	6	1
55357	278824	5.44533015328166	6	1
55501	71950	4.85703079827262	6	1
55647	154124	5.18787027178779	6	1
55672	82314	4.91547370648399	6	1
55690	102678	5.0114774007335	6	1
55717	507194	5.70517410729027	6	1
56341	403534	5.60588013234262	6	1
56475	575938	5.76037573393165	6	1
56655	183431	5.26347273368534	6	1
56975	363035	5.55994849714112	6	1
57214	147276	5.16813198026566	6	1
57224	221203	5.34479101266255	6	1
57568	519725	5.71577360791563	6	1
57609	251644	5.40078657988334	6	1
57613	47743	4.67890970504591	6	1
57626	1310296	6.11736941523248	6	1
60528	337497	5.52826991675449	6	1
64131	1020710	6.00890236961913	6	1
64764	149336	5.17416451446784	6	1
79658	524650	5.71986967719856	6	1
79689	284360	5.4538685055562	6	1
81029	257308	5.4104532891324	6	1
81532	95890	4.98177331862775	6	1
81578	445582	5.64892763849743	6	1
81624	1571421	6.19629255262915	6	1
83716	155793	5.19254794030914	6	1
83872	686232	5.83647096597808	6	1
84632	195476	5.29109344353548	6	1
84937	65823	4.81837767215092	6	1
85413	200046	5.30112987190949	6	1
90134	695965	5.84258739954006	6	1
90362	565859	5.75270822774197	6	1
90557	101884	5.00810598717326	6	1
91523	440029	5.64348129949743	6	1
96626	383876	5.58419096079314	6	1
113263	258665	5.41273766824032	6	1
114815	2641171	6.42179652008321	6	1
116154	438823	5.64228938214631	6	1
117154	1018119	6.00779854226688	6	1
117583	872875	5.94095205504907	6	1
122416	115411	5.06224720406781	6	1
127602	561270	5.74917182970827	6	1
127665	329494	5.51784751061253	6	1
129790	414260	5.61727300083887	6	1
143188	251350	5.40027888956409	6	1
143872	1128859	6.05263969981151	6	1
144501	84722	4.92799619944494	6	1
145497	107874	5.03291678279979	6	1
150094	140381	5.14730833177141	6	1
151011	264151	5.42185225914054	6	1
151516	148563	5.1719106607256	6	1
153090	397443	5.59927485233712	6	1
154810	203118	5.30774841160907	6	1
155465	246767	5.39228708130875	6	1
197257	74752	4.87362281676027	6	1
200403	256719	5.40945801237925	6	1
201266	522016	5.71768381450651	6	1
219623	469288	5.67143944916154	6	1
253782	269470	5.43051042236254	6	1
254170	1165666	6.06657412920834	6	1
256764	720723	5.85776838165941	6	1
267012	1734659	6.23921411372424	6	1
342125	360918	5.55740854209203	6	1
388815	953343	5.97924918207236	6	1
389396	86745	4.93824445135928	6	1
400077	141101	5.14953009166323	6	1
401237	592603	5.7727638457268	6	1
401491	278629	5.44502631626787	6	1
445815	374349	5.573276677333	6	1
644873	215653	5.33375550409747	6	1
653149	208520	5.31914771625498	6	1
728215	823307	5.91556180792755	6	1
729438	143490	5.15682163559163	6	1
104	136341	5.13462647502909	5	1
105	1001024	6.0004444900094	5	1
191	55640	4.74538712132001	5	1
272	123288	5.09092080743594	5	1
571	280836	5.44845277866865	5	1
596	325907	5.51309368856801	5	1
622	172970	5.23797078541634	5	1
653	256222	5.40861641685442	5	1
659	268958	5.42968446664792	5	1
667	525581	5.720639656886	5	1
686	77463	4.88909431240499	5	1
776	367424	5.56516752085151	5	1
801	156752	5.19521309070481	5	1
810	83512	4.92174888457746	5	1
928	93222	4.9695184161212	5	1
999	99678	4.99859931545396	5	1
1000	1928745	6.28527481322533	5	1
1002	1178578	6.07135833004966	5	1
1070	785357	5.89506711902002	5	1
1105	909466	5.9587864677883	5	1
1112	564973	5.75202769342794	5	1
1289	231826	5.36516214182304	5	1
1290	271934	5.43446351096833	5	1
1301	855177	5.93205601200029	5	1
1488	393640	5.59509922313487	5	1
1848	458440	5.66128250385765	5	1
2063	16112	4.20714945320954	5	1
2078	368908	5.56691807327555	5	1
2104	749112	5.87454675407547	5	1
2128	224834	5.35186198703871	5	1
