Geneset.Type	Geneset.ID	Description	P.value	FDR	Effect	Odds.Ratio	Status	N.Geneset.Genes	N.Geneset.Peak.Genes	Geneset.Avg.Gene.Length	Geneset.Peak.Genes
Gene Ontology Biological Process	GO:0010039	response to iron ion	0.08498945496349	0.418019910483443	0.858478119842913	2.35956698163121	enriched	20	13	200881.2	595, 596, 48, 7037, 18, 1543, 7020, 7031, 1371, 1813, 4891, 7389, 79901
Gene Ontology Molecular Function	GO:0035257	nuclear hormone receptor binding	0.0850442831372122	0.532070989107574	0.370395163088531	1.4483068189946	enriched	108	55	148889.157407407	8204, 6256, 2274, 10579, 1051, 367, 3670, 5468, 23081, 85004, 2114, 51176, 133522, 190, 8031, 9969, 10524, 10891, 55062, 167465, 2288, 6597, 9282, 9604, 9862, 10521, 29079, 221037, 898, 1499, 1655, 3275, 4824, 5901, 5916, 6047, 6934, 6943, 8431, 8554, 8648, 9320, 9611, 9967, 9968, 10062, 10499, 10766, 23426, 51720, 55806, 55818, 90390, 94234, 171023
Gene Ontology Cellular Component	GO:0030016	myofibril	0.0852746081966532	0.448479788457616	0.319838725616598	1.37690568681309	enriched	142	73	174551.584507042	6840, 10049, 2317, 2274, 87, 288, 23022, 667, 5339, 5687, 6711, 7168, 9659, 10529, 775, 3728, 4703, 5530, 6385, 6546, 8470, 10611, 23224, 27295, 84665, 84700, 845, 3315, 3880, 7139, 7171, 11155, 23345, 26287, 71, 226, 287, 825, 1756, 4604, 5664, 6717, 7414, 8087, 9499, 23336, 27063, 51778, 84033, 145781, 286, 375, 1499, 3764, 4607, 4633, 4892, 5058, 5756, 7079, 7111, 7125, 7169, 7170, 8850, 9456, 10398, 11344, 22989, 57158, 85366, 171024, 347273
Gene Ontology Biological Process	GO:0051051	negative regulation of transport	0.0853959077495683	0.419326518872892	0.24862226054984	1.28225758230339	enriched	247	122	180048.315789474	57620, 3625, 8660, 6469, 8313, 655, 1906, 1907, 7057, 91461, 613, 3667, 8399, 153090, 2693, 2932, 3624, 5569, 6422, 8321, 9607, 10468, 55075, 152, 301, 4842, 5530, 8165, 8622, 134, 207, 290, 845, 947, 2917, 3976, 9368, 23327, 23413, 26297, 29969, 415116, 150, 208, 345, 948, 1409, 1445, 1908, 1950, 2185, 2621, 3569, 3623, 3643, 3767, 4131, 4188, 4601, 4851, 4988, 5742, 5743, 5879, 7295, 7779, 8301, 8898, 9113, 9817, 10345, 11252, 23291, 54899, 29, 335, 347, 444, 939, 1268, 1393, 1813, 1815, 2316, 2615, 2887, 3162, 3172, 3356, 3586, 3630, 3654, 3685, 3741, 3784, 3952, 4734, 4792, 4889, 5020, 5021, 5028, 5143, 5167, 5310, 5587, 5734, 6571, 6659, 7032, 7200, 8529, 10062, 10460, 11060, 11142, 23409, 64241, 90678, 90865, 91662, 94121
Gene Ontology Cellular Component	GO:0060076	excitatory synapse	0.0857649155352426	0.448479788457616	1.28393587981511	3.61082356189459	enriched	12	9	357303.416666667	2263, 79953, 81832, 5792, 11069, 1742, 10096, 50944, 57502
Gene Ontology Molecular Function	GO:0030246	carbohydrate binding	0.0858178203791446	0.532070989107574	0.194439344116402	1.21462980620646	enriched	396	182	175291.659090909	6476, 8829, 1634, 2263, 6469, 64409, 51809, 2257, 3099, 7057, 9902, 10143, 11227, 23284, 83716, 1289, 2335, 3990, 5836, 6422, 7058, 7957, 9806, 23266, 442117, 933, 1118, 2219, 3026, 4153, 4885, 5228, 5818, 7422, 7903, 22918, 55568, 151887, 256691, 947, 960, 1305, 1462, 2203, 2255, 2645, 2799, 4123, 4126, 7048, 8646, 9508, 10960, 11095, 26033, 81035, 91522, 114770, 154790, 157869, 200879, 226, 338, 351, 1116, 2246, 2539, 2590, 3068, 3491, 3918, 3958, 3960, 4043, 4053, 4099, 5046, 5168, 5727, 5792, 6888, 7086, 7360, 8128, 8828, 10584, 23420, 51046, 55576, 56241, 56261, 59271, 64129, 64841, 114805, 125972, 130589, 131544, 148113, 158326, 161198, 283820, 284194, 408050, 178, 202, 946, 1311, 1490, 2220, 2254, 2548, 2584, 2589, 2591, 2717, 3053, 3146, 3558, 3822, 3823, 3827, 3957, 4057, 4973, 5048, 5104, 5118, 5167, 5214, 5310, 6320, 6402, 6441, 7049, 7060, 7097, 7148, 7423, 8425, 8972, 9353, 9761, 9945, 9976, 10178, 10216, 10563, 10631, 22934, 25890, 26032, 26290, 27283, 29094, 29988, 30817, 30835, 50512, 50614, 50859, 51348, 60484, 63917, 64127, 79623, 79625, 79748, 83998, 114780, 117248, 124220, 130120, 149998, 170482, 282969, 283971, 343637, 346689, 374378, 653499, 653509
Gene Ontology Biological Process	GO:0045428	regulation of nitric oxide biosynthetic process	0.0858387750254316	0.420283893179257	0.619808382238244	1.85857187234099	enriched	41	23	160557.682926829	9722, 2099, 1906, 5025, 857, 207, 947, 5740, 23576, 186, 208, 3569, 3643, 4988, 5743, 1956, 2717, 3326, 3458, 3586, 3630, 7097, 23564
Gene Ontology Molecular Function	GO:0000975	regulatory region DNA binding	0.0861043203276951	0.532070989107574	0.221054567640293	1.24739149591742	enriched	314	162	212819.627388535	2625, 3280, 9314, 463, 79718, 6256, 7022, 861, 3169, 6662, 8626, 4488, 2494, 4088, 10409, 2099, 6670, 2353, 2627, 84159, 196, 2296, 2736, 4092, 7764, 9759, 54880, 367, 408, 2066, 64764, 3670, 5468, 9014, 9745, 64919, 1385, 2114, 4773, 5629, 6658, 6720, 6907, 8553, 10498, 23528, 51176, 55553, 57658, 140628, 1746, 2626, 3170, 3394, 3516, 4205, 4609, 4656, 4825, 5308, 5914, 6938, 27324, 83439, 84504, 429, 1387, 1959, 2100, 3659, 3662, 3725, 4208, 4851, 5076, 6495, 6595, 6656, 6657, 6664, 6913, 6929, 7020, 7474, 8091, 8462, 8538, 8543, 9421, 29128, 30812, 55079, 55755, 57521, 79365, 80298, 326, 401, 1482, 1499, 1745, 1748, 1870, 1877, 2299, 3091, 3172, 3191, 3660, 3727, 4209, 4435, 4582, 4618, 4760, 4772, 4783, 4824, 5245, 5460, 5626, 6473, 6659, 6663, 6666, 6667, 6772, 6873, 6910, 6927, 6932, 6934, 6943, 7019, 7021, 7161, 7294, 7471, 7481, 7520, 7528, 7849, 8805, 8861, 9572, 9611, 9971, 10014, 10062, 10664, 11107, 51193, 55897, 58495, 79755, 83595, 84166, 84662, 93649, 128209, 140690, 155061
Gene Ontology Biological Process	GO:0032940	secretion by cell	0.0863302316936969	0.422047311653708	0.154564527487518	1.16714958885819	enriched	639	305	174378.118935837	2625, 1946, 3708, 23705, 3625, 6926, 8660, 3815, 6850, 1236, 1906, 1907, 4082, 6387, 7057, 55512, 87, 613, 3667, 5154, 5578, 5581, 6755, 776, 928, 2335, 2693, 3624, 3670, 3747, 4644, 5027, 6422, 7042, 7494, 7534, 9607, 10468, 10814, 23233, 23236, 54843, 152, 301, 775, 1374, 1385, 2914, 3479, 4041, 5530, 5575, 6513, 7422, 7450, 8622, 10564, 26286, 54407, 54536, 55114, 64215, 90019, 148281, 2, 18, 81, 134, 156, 183, 869, 947, 2255, 2645, 2683, 2692, 2917, 3170, 3312, 3976, 3993, 4803, 4825, 5265, 5345, 5413, 5660, 5865, 6860, 8600, 8825, 8912, 9254, 9627, 9846, 10461, 10565, 10626, 23413, 26297, 27345, 60412, 65985, 93664, 127833, 415116, 101, 150, 226, 306, 351, 552, 640, 818, 948, 1116, 1908, 1950, 2621, 2691, 2743, 3351, 3569, 3623, 3745, 3749, 3767, 4053, 4067, 4128, 4851, 4853, 4988, 5046, 5122, 5170, 5577, 5742, 5899, 5906, 6664, 6804, 7414, 7474, 7779, 7857, 8091, 8618, 9066, 9501, 9805, 9966, 10059, 10257, 10815, 10972, 11069, 22861, 22900, 23396, 25924, 27063, 27445, 51555, 54097, 55240, 55636, 57678, 60559, 63910, 64788, 79400, 85409, 85477, 134957, 338442, 19, 29, 92, 286, 292, 293, 335, 551, 727, 886, 967, 1103, 1136, 1268, 1270, 1393, 1490, 1813, 1815, 2044, 2051, 2054, 2157, 2162, 2243, 2268, 2316, 2615, 2661, 2695, 2696, 2741, 2744, 2901, 3055, 3082, 3091, 3162, 3172, 3257, 3309, 3356, 3458, 3558, 3586, 3630, 3651, 3709, 3741, 3784, 3827, 3920, 3937, 3952, 4036, 4061, 4760, 4824, 4889, 5020, 5021, 5028, 5071, 5125, 5143, 5155, 5340, 5566, 5588, 5734, 5874, 5898, 5908, 5950, 6538, 6539, 6571, 6616, 6623, 6659, 6813, 6854, 6857, 6927, 6934, 7018, 7021, 7097, 7200, 7423, 7424, 7425, 7849, 8224, 8322, 8425, 8431, 8938, 8973, 9381, 9495, 9515, 9545, 10062, 10411, 10487, 10497, 10640, 10755, 23409, 24145, 25837, 27230, 55503, 55770, 57142, 57553, 63941, 64127, 79158, 80331, 84976, 90865, 91662, 94121, 152015, 201294, 440279, 594855
Reactome	179812	GRB2 events in EGFR signaling	0.0863809996502158	0.585739714046411	1.01288423595209	2.75353140723808	enriched	14	9	112192	3845, 1950, 6654, 1956, 3265, 5595, 5604, 5605, 5894
Panther Pathway	P00034	Integrin signalling pathway	0.0864147654799363	0.468237190624514	0.298585785355732	1.3479511667074	enriched	175	96	164126.16	5295, 390, 2317, 3672, 388, 3693, 3912, 87, 3694, 1289, 1290, 1301, 2335, 2889, 3987, 5747, 80781, 857, 1303, 1793, 3909, 9564, 10095, 23092, 81, 1293, 1305, 1955, 3655, 3689, 3845, 3911, 5602, 5603, 59277, 27, 71, 1288, 1306, 1399, 1445, 2185, 3682, 3683, 3915, 3918, 4216, 5287, 5288, 5599, 5879, 5906, 5912, 6654, 7373, 7414, 169044, 25, 369, 375, 673, 998, 1292, 1295, 2316, 2534, 3055, 3265, 3676, 3685, 3910, 3913, 3914, 4217, 5291, 5296, 5595, 5596, 5597, 5604, 5605, 5606, 5782, 5829, 5880, 5894, 5908, 5911, 6416, 7408, 8516, 10552, 27289, 55738, 85301, 85377
Gene Ontology Cellular Component	GO:0016592	mediator complex	0.0864210545709402	0.448479788457616	0.707921823669937	2.02976865533432	enriched	30	15	117327	23389, 133522, 9969, 9282, 9862, 29079, 9441, 9967, 9968, 51586, 54797, 55090, 84246, 90390, 116931
Gene Ontology Molecular Function	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	0.0864308864794561	0.532070989107574	0.516197424391414	1.67564375769355	enriched	55	23	108967.672727273	6718, 8644, 1646, 79644, 253017, 644, 2194, 3930, 8310, 22949, 1371, 1666, 1717, 1718, 3712, 7108, 8309, 9524, 27034, 51102, 54920, 55316, 145482
Gene Ontology Biological Process	GO:0046503	glycerolipid catabolic process	0.0864782587412368	0.422260386583117	0.704562355334254	2.0229611530047	enriched	31	16	140150.161290323	949, 3990, 1812, 13, 337, 338, 345, 3949, 5168, 11343, 3991, 5500, 5566, 8605, 51099, 80339
Reactome	157118	Signaling by NOTCH	0.0871833082620236	0.585739714046411	0.379576908590298	1.46166604024655	enriched	105	55	204946.485714286	7090, 595, 79718, 7088, 7091, 9612, 27161, 9759, 408, 23493, 3955, 79885, 102, 488, 489, 1385, 6400, 6484, 6907, 182, 2683, 3516, 4609, 9148, 10046, 54492, 83737, 92737, 1387, 3725, 4851, 4853, 5664, 6487, 9734, 23462, 23509, 27327, 55294, 55534, 409, 1272, 3091, 3714, 4242, 4855, 5986, 7027, 7089, 8850, 9611, 9978, 10014, 28514, 84441
KEGG Pathway	path:hsa00521	Streptomycin biosynthesis	0.0872038202955811	0.472911348193803	1.22715130762841	3.41149737435733	enriched	10	7	84774.7	3099, 3098, 2645, 3613, 3612, 23483, 51477
Reactome	3769402	deactivation of the beta-catenin transactivating complex	0.0873863704082486	0.585739714046411	0.714369066030762	2.04289734222824	enriched	30	17	211804.466666667	7090, 7088, 7091, 7534, 51176, 207, 83439, 283149, 208, 331, 1487, 1499, 6932, 6934, 7089, 7514, 8945
Reactome	400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	0.0875482846617411	0.585739714046411	0.387171628913131	1.47280924623267	enriched	103	51	163424.553398058	79718, 6256, 23389, 9612, 7003, 2274, 5468, 1374, 6720, 6907, 7296, 10498, 23309, 80205, 133522, 9969, 10891, 948, 1387, 1543, 3158, 4862, 6095, 9282, 27063, 29079, 29841, 51129, 19, 123, 335, 406, 1490, 2180, 2222, 3157, 4802, 5244, 7005, 8648, 9441, 9442, 9572, 9611, 9968, 10499, 51586, 54797, 55090, 84246, 90390
Gene Ontology Biological Process	GO:0002675	positive regulation of acute inflammatory response	0.087566226494933	0.426122290922788	0.816530299108906	2.26263553350398	enriched	24	15	219293.583333333	5321, 1236, 3572, 8600, 9180, 101, 3569, 5733, 5743, 718, 1268, 2210, 4889, 6863, 8792
Gene Ontology Biological Process	GO:0032612	interleukin-1 production	0.0875755797855418	0.426122290922788	0.578545942367695	1.78344331511933	enriched	42	21	112312.928571429	4088, 1236, 2693, 5027, 3315, 7128, 10626, 1903, 2621, 2950, 7474, 22861, 22900, 19, 335, 409, 1215, 3458, 24145, 64127, 91662
Gene Ontology Biological Process	GO:0070227	lymphocyte apoptotic process	0.0875853632839072	0.426122290922788	0.656993008753531	1.92898316922038	enriched	34	18	154238.705882353	8660, 604, 652, 207, 8915, 101, 3559, 4067, 5728, 7474, 57678, 578, 3558, 3586, 5588, 10018, 10572, 79444
Gene Ontology Biological Process	GO:0030204	chondroitin sulfate metabolic process	0.088088335904963	0.427540386631171	1.0181778704179	2.76814624467294	enriched	18	13	252046.111111111	1634, 50515, 55501, 9806, 22856, 256691, 54928, 56548, 9469, 50859, 55790, 79625, 126792
Gene Ontology Biological Process	GO:0035810	positive regulation of urine volume	0.0882332083246493	0.427730049468294	1.32098062240469	3.74709406059707	enriched	10	7	194665.4	1906, 3037, 4883, 1813, 3827, 4881, 7021
Transcription Factors	181	RFX1_01	0.0885690818960737	0.512254851972461	0.22880601832692	1.25709816135214	enriched	288	136	179238.472222222	145581, 9935, 3625, 4929, 5791, 6382, 10769, 51741, 57113, 80176, 222256, 8614, 150094, 776, 1488, 1848, 3955, 8321, 55832, 128602, 389072, 3479, 7422, 10090, 25861, 54855, 64072, 196528, 219681, 658, 5308, 5914, 23366, 23413, 25771, 55036, 55604, 84629, 132864, 283748, 598, 825, 1040, 1397, 2020, 2913, 3614, 6304, 6495, 6497, 8707, 9230, 10521, 10551, 11034, 11108, 11122, 23240, 25831, 29107, 51046, 55596, 55799, 56204, 57480, 57731, 64924, 79726, 81490, 117178, 127733, 158248, 338442, 374868, 1627, 1636, 1739, 2901, 3225, 3741, 4665, 4967, 5118, 5362, 5479, 6297, 6709, 7403, 8425, 8556, 8607, 8945, 9266, 9572, 10062, 10099, 10233, 10938, 11043, 26005, 27111, 29934, 50944, 51260, 54437, 54816, 55051, 55281, 57171, 57332, 58490, 64787, 79135, 80125, 80258, 80709, 81551, 81555, 83541, 83861, 91147, 93129, 125170, 126792, 129852, 135138, 137886, 145389, 169522, 257177, 282679, 282974, 283897, 347902, 374977, 389816
Gene Ontology Biological Process	GO:0018958	phenol-containing compound metabolic process	0.0886225846562104	0.428589844216577	0.505800611843207	1.65831265388103	enriched	59	33	206768.152542373	2625, 2034, 4929, 10404, 7042, 7054, 1812, 6817, 9627, 1586, 1733, 1734, 3249, 4128, 6799, 6870, 7173, 28231, 51301, 389434, 1813, 1815, 2304, 2643, 3067, 3293, 4061, 4881, 5071, 6528, 7038, 7428, 7849
Gene Ontology Biological Process	GO:0032269	negative regulation of cellular protein metabolic process	0.0888206787305838	0.429034652458483	0.202089914833289	1.22395805514833	enriched	372	167	147217.077956989	7026, 3480, 3720, 51422, 4088, 6469, 2776, 27161, 655, 1906, 4092, 5998, 27250, 54880, 200734, 408, 10507, 153090, 1848, 3488, 5687, 6422, 10253, 22943, 80824, 81848, 154043, 652, 857, 3486, 4041, 8165, 9184, 10252, 11221, 29945, 51347, 57732, 64215, 340719, 207, 1812, 2055, 2729, 3315, 5914, 7078, 7128, 9467, 9683, 10221, 10642, 10643, 23376, 23624, 25998, 26973, 28951, 51322, 64092, 145165, 337, 825, 1153, 1487, 1846, 2539, 2886, 2950, 3569, 3643, 3659, 3725, 4040, 4067, 4616, 5062, 5079, 5170, 5327, 5470, 5580, 5664, 5684, 5728, 5774, 5788, 5795, 6497, 6727, 8087, 8613, 8651, 9113, 9861, 11236, 23560, 27327, 64780, 64798, 84101, 340485, 25, 324, 347, 409, 578, 623, 836, 1026, 1647, 1786, 1816, 1843, 1844, 1847, 1852, 2041, 2764, 3172, 3326, 3476, 3558, 3586, 3630, 3646, 3685, 3984, 4085, 5071, 5167, 5371, 5515, 5682, 5683, 5701, 5707, 5713, 5718, 6659, 7161, 7316, 7324, 7471, 8850, 8881, 9021, 9353, 9529, 9655, 10062, 10755, 10912, 11329, 23034, 26271, 29882, 51087, 51562, 51654, 54206, 54431, 64682, 91662, 93649, 116496, 440275
Gene Ontology Molecular Function	GO:0030275	LRR domain binding	0.0889378219654646	0.539846359902261	1.11208087596262	3.04067909189358	enriched	13	9	328325.461538462	6091, 5074, 3845, 23085, 57591, 4901, 6794, 9209, 79364
Reactome	211979	Eicosanoids	0.0889965408301484	0.591905987533058	1.02422427092222	2.78493426793291	enriched	12	7	69099.6666666667	5740, 11283, 1582, 4051, 6916, 8529, 57834
Gene Ontology Biological Process	GO:0034134	toll-like receptor 2 signaling pathway	0.0890926266214903	0.429834712924445	0.448903784472303	1.56659391928727	enriched	72	39	188813.236111111	6885, 2353, 4214, 23118, 1848, 1385, 9261, 4205, 5602, 7128, 8767, 1846, 3725, 4067, 4208, 5599, 6196, 6197, 7335, 79155, 466, 3551, 3654, 4792, 5595, 5604, 5605, 5606, 5609, 6195, 6416, 7097, 7316, 9252, 10333, 57162, 64127, 257397, 353376
Gene Ontology Biological Process	GO:0046888	negative regulation of hormone secretion	0.0892870374363014	0.430259228075049	0.585278817819423	1.79549153088962	enriched	43	26	168926.744186047	3625, 1906, 1907, 3667, 2693, 3624, 6422, 9607, 10468, 5530, 8622, 134, 3976, 415116, 150, 1908, 3569, 3623, 3767, 1393, 1813, 3784, 3952, 5143, 23409, 94121
Gene Ontology Biological Process	GO:0060334	regulation of interferon-gamma-mediated signaling pathway	0.089736451630169	0.430953858326691	0.778964809556027	2.17921519470578	enriched	24	14	109900.583333333	5770, 3716, 5468, 3717, 8651, 3326, 3458, 5781, 6772, 7294, 8554, 9021, 10062, 84166
Gene Ontology Cellular Component	GO:0005788	endoplasmic reticulum lumen	0.0897364671174104	0.460286022568235	0.363392089842258	1.43819965218	enriched	110	47	107750.8	5154, 23241, 80267, 81567, 957, 10954, 590, 845, 4803, 5740, 5954, 55757, 337, 338, 2326, 2621, 4043, 5743, 10130, 10345, 64374, 125972, 335, 871, 2155, 2695, 3309, 3630, 4547, 5033, 5155, 5329, 5479, 6345, 6916, 7184, 9562, 9563, 11001, 23127, 27433, 30001, 54431, 64714, 121506, 143888, 285362
Gene Ontology Biological Process	GO:0042982	amyloid precursor protein metabolic process	0.0899641494998088	0.430953858326691	0.85643818890825	2.35475853407089	enriched	20	11	87109.4	5074, 26119, 2280, 5664, 10972, 1718, 5653, 6646, 9619, 54103, 63941
Transcription Factors	237	TATA_01	0.090031578298206	0.512254851972461	0.29150624904217	1.33844199744481	enriched	182	78	140390.489010989	9935, 678, 54549, 2353, 8821, 56937, 57181, 23216, 29842, 5151, 9886, 151126, 2914, 2957, 4144, 6658, 51278, 55614, 84171, 192666, 183, 2120, 3880, 4256, 4693, 5042, 5413, 6781, 10933, 23237, 26033, 27106, 140876, 302, 338, 1382, 1734, 1959, 1995, 3613, 5052, 6280, 7431, 7803, 9236, 9518, 10345, 10458, 27063, 51626, 113622, 151531, 169792, 60, 1655, 3309, 3586, 5033, 5996, 6224, 6234, 6345, 6477, 6709, 6911, 7846, 9692, 9719, 10189, 50616, 54879, 56928, 64332, 83895, 84790, 85508, 167826, 387273
Gene Ontology Biological Process	GO:0006937	regulation of muscle contraction	0.0902342400750773	0.431736133282293	0.414178030151169	1.51312648504362	enriched	87	46	186806.712643678	153, 1906, 1907, 4092, 9759, 2321, 2693, 5025, 7168, 56923, 476, 857, 4842, 6546, 8654, 134, 156, 845, 51196, 287, 4608, 4660, 5742, 5743, 6717, 6869, 6870, 309, 477, 1136, 1482, 1490, 1760, 4607, 4633, 5020, 5021, 5604, 6752, 7125, 7170, 10398, 60675, 85366, 93649, 653361
Gene Ontology Biological Process	GO:0001656	metanephros development	0.0904578720800296	0.432294535247706	0.453619065352633	1.57399829277351	enriched	75	48	298864.506666667	2625, 3280, 6662, 130497, 10409, 6469, 57616, 5979, 655, 2296, 5154, 596, 652, 10252, 947, 2255, 3398, 3976, 4609, 6092, 6299, 54361, 55083, 79191, 186, 1512, 5076, 5727, 6495, 7020, 30812, 116039, 359, 1499, 3458, 3913, 3975, 4435, 4824, 5155, 5310, 6772, 6943, 7021, 7849, 8516, 25836, 157506
pFAM	PF01833	IPT/TIG domain	0.0910259448706079	0.411892400539501	0.696850949988443	2.00742127371666	enriched	32	21	270908.84375	91584, 5361, 23261, 23499, 4773, 5314, 3516, 23654, 1879, 4775, 5364, 10154, 23129, 4233, 4772, 5362, 10725, 55770, 57593, 64641, 253738
Transcription Factors	202	MYOGNF1_01	0.0910480493573164	0.512254851972461	0.25140459776152	1.28583022313058	enriched	235	107	161367.30212766	2122, 8626, 4638, 744, 165721, 375449, 4092, 6382, 79094, 91748, 4016, 10873, 51421, 5228, 10090, 22877, 23670, 51514, 53335, 54541, 64087, 182, 183, 1305, 4803, 9788, 10188, 23096, 23150, 27164, 54492, 157869, 164832, 286319, 421, 818, 825, 1384, 1595, 1901, 3659, 3842, 4054, 4613, 4775, 5592, 7008, 7127, 7356, 8091, 8427, 11122, 25831, 29035, 56134, 56252, 64788, 79811, 79929, 114805, 389792, 114, 411, 1641, 1993, 2051, 2118, 3195, 3784, 4045, 4524, 5447, 7060, 7580, 8425, 9572, 10232, 10335, 10499, 11001, 23258, 30850, 51195, 51673, 55806, 55902, 56894, 56963, 57662, 64319, 64743, 64787, 79026, 79090, 80045, 84859, 85302, 85416, 85439, 90231, 93109, 93649, 114785, 116534, 124925, 152098, 162073
Gene Ontology Biological Process	GO:0031018	endocrine pancreas development	0.0911103617403849	0.434376936822738	0.538349143451642	1.71317631807338	enriched	52	32	225883.519230769	3280, 6662, 2627, 81029, 653, 2932, 301, 652, 207, 2645, 3170, 4825, 84504, 3175, 3569, 5170, 7474, 578, 1021, 2308, 2695, 2696, 3110, 3172, 3570, 3630, 3642, 3651, 4760, 6659, 6927, 50674
Gene Ontology Molecular Function	GO:0043565	sequence-specific DNA binding	0.0912995476182398	0.55033338425439	0.156202782967798	1.16906324516941	enriched	628	312	211586.078025478	2625, 7026, 7227, 3280, 1523, 9314, 463, 4094, 27086, 6256, 7022, 3169, 6662, 8626, 2309, 7050, 4488, 9935, 2494, 4088, 6926, 1999, 2099, 2290, 5241, 6670, 57616, 639, 2034, 2353, 2627, 4149, 4211, 4929, 196, 604, 1051, 2296, 2355, 2736, 9759, 79192, 367, 2300, 3607, 5087, 23493, 56655, 64764, 253782, 571, 596, 1112, 2063, 2078, 2104, 2128, 3211, 3670, 5307, 5462, 5468, 7494, 9014, 11105, 22882, 23314, 25913, 50805, 57504, 64919, 79991, 1385, 2114, 2649, 2908, 3229, 4010, 4773, 5449, 5629, 6658, 7247, 7547, 8013, 8456, 10655, 23528, 25803, 26298, 51176, 55553, 57658, 63976, 91464, 116113, 140628, 221937, 190, 473, 1746, 1997, 2120, 2626, 2637, 3170, 3184, 3516, 4009, 4205, 4656, 4825, 5090, 5308, 5914, 6496, 6899, 9112, 10538, 79191, 83439, 84504, 89884, 121643, 283078, 503834, 429, 1387, 2001, 2020, 2100, 2117, 2306, 3175, 3659, 3725, 3726, 4208, 4212, 4213, 4779, 4851, 5001, 5015, 5076, 5316, 5453, 5456, 6095, 6096, 6304, 6495, 6656, 6657, 6664, 6913, 6929, 7008, 7020, 7068, 8022, 8091, 8538, 8543, 8721, 8932, 9355, 9421, 10265, 10365, 23316, 23462, 23764, 29128, 30812, 55079, 57521, 63948, 64412, 79365, 80714, 90993, 116039, 153572, 401, 466, 467, 648, 1052, 1389, 1396, 1482, 1745, 1748, 2005, 2019, 2113, 2118, 2299, 2302, 2304, 2307, 2308, 2516, 3091, 3110, 3131, 3167, 3172, 3181, 3195, 3198, 3222, 3225, 3226, 3227, 3298, 3651, 3727, 3975, 4209, 4487, 4582, 4760, 4772, 4778, 4780, 4783, 4802, 4824, 4901, 4999, 5077, 5309, 5460, 5463, 5467, 5626, 5915, 5916, 6097, 6473, 6615, 6659, 6663, 6666, 6667, 6772, 6775, 6778, 6909, 6910, 6927, 6932, 6934, 7021, 7161, 7181, 7257, 7392, 7520, 7707, 7849, 7975, 8403, 8805, 8856, 8861, 9247, 9572, 9580, 9603, 9611, 9839, 9971, 10062, 10664, 11107, 22806, 22887, 22992, 23051, 25833, 26468, 27023, 29956, 51450, 51513, 56751, 57459, 58524, 60529, 63951, 79190, 79603, 79755, 79776, 79923, 80119, 80712, 84166, 90316, 93649, 94234, 122953, 127343, 140690, 159296, 170825, 204219, 344018, 442425
Gene Ontology Biological Process	GO:0048592	eye morphogenesis	0.0917682509138393	0.434376936822738	0.365152945475656	1.44073434509872	enriched	109	65	259947.266055046	10370, 6662, 1826, 6670, 4211, 655, 28996, 596, 1289, 1290, 25945, 55764, 4041, 5629, 5818, 7054, 7422, 10818, 220, 356, 5308, 23418, 357, 1409, 1969, 2792, 4040, 5076, 5584, 6096, 6497, 6664, 7020, 7474, 7483, 7840, 8312, 10265, 23287, 23554, 30812, 84678, 578, 1270, 1295, 1499, 2047, 2304, 2779, 3975, 4901, 5146, 5309, 5916, 5950, 6101, 6667, 7021, 7287, 7472, 7482, 7528, 9497, 25836, 51384
Gene Ontology Biological Process	GO:0034381	plasma lipoprotein particle clearance	0.0917760859957706	0.434376936822738	0.731176421568482	2.07752321374285	enriched	30	15	158570.466666667	949, 3990, 26119, 29116, 338, 345, 948, 3949, 4040, 4043, 64788, 335, 3162, 10938, 26291
Gene Ontology Biological Process	GO:0015909	long-chain fatty acid transport	0.0917991044358582	0.434376936822738	0.605896843064516	1.83289529141214	enriched	39	23	215667.461538462	5321, 51422, 8660, 6850, 7057, 8399, 5468, 56923, 301, 624, 1374, 207, 208, 948, 5565, 32, 123, 1636, 1813, 1815, 2180, 5563, 11001
